text,intent
wheat is dying what to do,disease
tell me ganna price,market
is bhav up for ganna today?,market
how to apply for sabsidi,subsidy
ganna is dying what to do,disease
temp kal,weather
tamatarret,market
any chance of wether tmrw?,weather
needsarkar for farming,subsidy
need help with kanak grow,advice
PM pm kisan details,subsidy
need help with tamatar ugana,advice
dry attack on soybean,disease
how is the weather 2day?,weather
how to apply for sabsidi,subsidy
spotson gehu root,disease
TELL ME GEHU PRICE,market
bankstatus,subsidy
whereto sell sugarcane for good market,market
kanak ke liye kaun sa dap acha hai?,advice
sick sarso help,disease
how to save rise from sukha,disease
INTERCROPPING WITH WHEAT,advice
where to sell dhan for good market,market
mktmkt for pyaz??,market
need govt for farming,subsidy
how much pani for cotton,advice
mausam tomorrow,weather
too much heat for tomato,weather
kisan credit card karz,subsidy
willit temp tomorrow?,weather
sarkarstatus,subsidy
loan status,subsidy
PM pm kisan details,subsidy
how to apply for subsidy,subsidy
how to save wheet from bimari,disease
anychance of rain kal?,weather
baarish alert needed,weather
weather next day,weather
mosam alert needed,weather
whatis the bhav of rise td,market
govt status,subsidy
YELLOWING SOYABEAN HELP,disease
what pani for soyabean?,advice
weather tomorrow,weather
govt bank for pyaz,subsidy
PM sarkar details,subsidy
PM sarkar details,subsidy
kisan credit card schem,subsidy
BIMARI WHEAT HELP,disease
tell me gehun pryce,market
is wedder coming?,weather
tell me rice prise,market
schemstatus,subsidy
potatoke liye kaun sa fertilizer acha hai?,advice
what is the market of kapas 2day?,market
best water for ganna,advice
sabsidi status,subsidy
dhanprice,market
need help with dhan grow,advice
righttime for rice ugana,advice
baarish alert needed,weather
best plant for tomato,advice
ganna ke liye kaun sa khad acha hai?,advice
subsidy for tractor,subsidy
kisancredit card bank,subsidy
need yojana for farming,subsidy
potato ka market kya hai 2day,market
HOW MUCH BEEJ FOR WHEAT?,advice
tamatar is dying what to do,disease
will it heat tomorrow?,weather
PMyojana details,subsidy
karz for tractor,subsidy
sugarcane baav,market
will it temp 2moro?,weather
temp forecast for punjab,weather
my wheat jad are turning yellow,disease
MY WHEAT PATTIYAN ARE TURNING YELLOW,disease
white powder on mustard,disease
tell me tomato markit,market
need help with sarso boi,advice
mosam alert needed,weather
should i give water to ganna todday?,advice
PM SUBSIDY DETAILS,subsidy
howis the weather todday?,weather
should i give grow to mustard aaj?,advice
medicine for kanak dying,disease
BAAV BAAV FOR RICE??,market
where to sell chawal for good prise,market
schem status,subsidy
TEMPTOMOROW,weather
HOW TO SAVE MAKKA FROM YELLOWING,disease
temp next day,weather
how to apply for pm kisan,subsidy
too much mosam for wheat,weather
best grow for onion,advice
bhav bhav for ganna,market
currentonion prise prise,market
needsabsidi for farming,subsidy
dry cotton help,disease
should i give beej to chawal today?,advice
rate rate for rice,market
pmkisan form kaha milega,subsidy
keeda kapas help,disease
mkt mkt for onion??,market
best khad for kapas,advice
pm kisan status,subsidy
how to save potato from pest,disease
my rise leaves are turning yellow,disease
chawal is dying what to do,disease
intercropping with tomato,advice
bank status,subsidy
bugs in kapas,disease
is there any govt for rise farmers,subsidy
rise is dying what to do,disease
bugs in tomato,disease
whento beej sarso?,advice
kya 2moro mausam hogi?,weather
govt scheme for corn,subsidy
tamatar is dying what to do,disease
need loan for farming,subsidy
karz status,subsidy
needsubsidy for farming,subsidy
how much seeds for soyabean?,advice
wheet ke liye kaun sa grow acha hai?,advice
TEMPNEXT DAY,weather
sabsidi form kaha milega,subsidy
weatheralert needed,weather
HOW MUCH UREA FOR ALOO,advice
bankfor tractor,subsidy
mustardme bimari lag gaya,disease
how much seeds for rise,advice
dhoop tomorrow,weather
how is the heat today?,weather
any chance of mosam tomorow?,weather
sarkar form kaha milega,subsidy
KEEDAALOO HELP,disease
bimariattack on rice,disease
SUGARCANE RET,market
bugsin mustard,disease
need subsidy for farming,subsidy
govt govt for corn,subsidy
sarsoke liye kaun sa seeds acha hai?,advice
intercropping with ganna,advice
shouldi give seeds to corn today?,advice
tell me wheat bhav,market
bhav bhav for dhan??,market
when to dap ganna?,advice
isthere any bank for wheet farmers?,subsidy
rice is dying what to do,disease
too much mausam for sugarcane,weather
rate rate for mustard??,market
KEEDA ONION HELP,disease
tamatarme disease lag gaya,disease
govt bank for tomato,subsidy
what seeds for sarso?,advice
any chance of barish tomorrow?,weather
howto save rise from sukha,disease
how is the weather now?,weather
ONION IS DYING WHAT TO DO,disease
bugs in wheat,disease
is mosam coming,weather
RAIN FORECAST FOR PUNJAB,weather
iswether coming?,weather
sabsidi status,subsidy
will it barish kal?,weather
MY CHAWAL CROP ARE TURNING YELLOW,disease
IS RATE UP FOR TOMATO TODAY,market
CURRENTMUSTARD RATE RATE,market
when to khad aloo?,advice
temp forecast for punjab,weather
loanfor tractor,subsidy
when to urea tomato,advice
sell wheet today bhav,market
right time for makka pani,advice
any chance of baarish tmrw?,weather
SARKAR FORM KAHA MILEGA,subsidy
mosam forecast for punjab,weather
kyanext day wether hogi,weather
when to fertilizer tamatar?,advice
is ret up for sarso 2day,market
wheet mkt,market
medicinefor soybean dying,disease
any chance of baarish next day,weather
WETHER ALERT NEEDED,weather
riseme bugs lag gaya,disease
how is the heat td,weather
wedder forecast for punjab,weather
spotson cotton tana,disease
how to apply for karz,subsidy
whatpani for makka?,advice
sell cotton now ret,market
howmuch water for pyaz?,advice
sell potato now ret,market
ganna pryce,market
isthere any karz for pyaz farmers?,subsidy
where to sell kapas for good mkt,market
when to khad wheet?,advice
will it wether tomorow?,weather
bankstatus,subsidy
bugs in dhan,disease
kisan credit card sarkar,subsidy
IS THERE ANY GOVT FOR KANAK FARMERS,subsidy
how much boi for rise,advice
mausam forecast for punjab,weather
gehuka rate kya hai todday?,market
disease attack on rise,disease
markitmarkit for tomato??,market
pm kisan form kaha milega,subsidy
WHERE TO SELL MUSTARD FOR GOOD PRICE,market
is mandi up for kapas 2day?,market
how is the heat td?,weather
mausam forecast for punjab,weather
MOSAM ALERT NEEDED,weather
sell wheet today mandi,market
intercropping with chawal,advice
mypyaz leaves are turning yellow,disease
potato me pest lag gaya,disease
rice is dying what to do,disease
should i give fertilizer to gehu now?,advice
heat alert needed,weather
too much mausam for rise,weather
howto save soyabean from pest,disease
spots gehun help,disease
PM govt details,subsidy
what ugana for sarso?,advice
sell cotton aaj markit,market
kya tmrw barish hogi?,weather
where to sell gehu for good pryce,market
PM LOAN DETAILS,subsidy
will it mausam tomorrow?,weather
tomato is dying what to do,disease
where to sell wheet for good paise,market
sell pyaz aaj mkt,market
gehuka bhav kya hai now?,market
needpm kisan for farming,subsidy
how to save mustard from sukha,disease
karz for tractor,subsidy
WILL IT BARISH KAL?,weather
makka price,market
need karz for farming,subsidy
gehu ka markit kya hai now?,market
loan for tractor,subsidy
onion paise,market
tellme dhan mkt,market
how is the weather today?,weather
MEDICINE FOR WHEET DISEASE,disease
bugs in cotton,disease
need help with cotton pani,advice
is there any govt for wheet farmers,subsidy
temp next day,weather
ANYCHANCE OF WEDDER TOMOROW?,weather
should i give urea to wheet 2day,advice
how much khad for ganna,advice
ret ret for soybean??,market
govt sarkar for kanak,subsidy
whatbeej for soyabean?,advice
wheatmkt,market
need karz for farming,subsidy
bugsdhan help,disease
will it weather tomorrow,weather
pest attack on aloo,disease
when to water mustard?,advice
bugs in soybean,disease
kya next day mausam hogi?,weather
temp alert needed,weather
is baarish coming?,weather
intercropping with corn,advice
medicine for wheet dry,disease
tell me aloo prise,market
KYA NEXT DAY WETHER HOGI,weather
HOWMUCH KHAD FOR ONION,advice
wedderforecast for punjab,weather
ganna ke liye kaun sa seeds acha hai?,advice
when to water wheat,advice
chawal mandi,market
WHAT IS THE PAISE OF RICE 2DAY?,market
righttime for makka khad,advice
isweather coming?,weather
spotson dhan fasal,disease
willit barish tomorrow?,weather
how to apply for pm kisan,subsidy
my makka tana are turning yellow,disease
corn is dying what to do,disease
when to dap corn,advice
is there any yojana for potato farmers?,subsidy
what ugana for kapas?,advice
spots on mustard fasal,disease
kisan credit card karz,subsidy
how to apply for karz,subsidy
gannake liye kaun sa water acha hai?,advice
sarso ke liye kaun sa khad acha hai?,advice
is mosam coming?,weather
tomato baav,market
how to apply for sabsidi,subsidy
spots on sugarcane jad,disease
best boi for soybean,advice
sarkar status,subsidy
BUGS IN GANNA,disease
how much beej for kanak,advice
dhoop 2moro,weather
sellgehu td rate,market
yojana for tractor,subsidy
best beej for aloo,advice
best urea for kapas,advice
how to apply for bank,subsidy
best boi for ganna,advice
need help with dhan urea,advice
is there any sabsidi for gehu farmers,subsidy
kya kal mausam hogi?,weather
what is the rate of aloo 2day?,market
sellgehu 2day markit,market
potato ke liye kaun sa dap acha hai?,advice
kya tmrw weather hogi,weather
howmuch dap for corn?,advice
bugsin wheet,disease
how to save tamatar from sick,disease
what is the markit of wheet 2day?,market
tempalert needed,weather
what is the paise of tamatar td,market
paise paise for wheet??,market
how to save wheat from bimari,disease
white powder on gehu,disease
gehu ke liye kaun sa grow acha hai?,advice
govt sabsidi for wheet,subsidy
kapas is dying what to do,disease
will it rain tomorow?,weather
heat forecast for punjab,weather
toomuch wether for soybean,weather
needkarz for farming,subsidy
how to save ganna from disease,disease
right time for aloo seeds,advice
howmuch water for makka?,advice
barish tmrw,weather
wheetka bhav kya hai 2day?,market
chawal prise,market
rise price,market
HEAT FORECAST FOR PUNJAB,weather
PM bank details,subsidy
RET RET FOR MAKKA??,market
disease cotton help,disease
is mandi up for rise todday,market
white powder on pyaz,disease
schemfor tractor,subsidy
is prise up for kapas td,market
BAARISH TOMOROW,weather
whatis the baav of pyaz today,market
is there any schem for rise farmers,subsidy
toomuch barish for rise,weather
heatkal,weather
temp alert needed,weather
baarish alert needed,weather
will it mausam 2moro,weather
PM loan details,subsidy
need help with gehun ugana,advice
howto apply for pm kisan,subsidy
medicine for sarso sukha,disease
medicine for tomato sick,disease
howto save cotton from disease,disease
how is the barish now,weather
gehu ke liye kaun sa pani acha hai?,advice
isthere any sarkar for sugarcane farmers?,subsidy
how is the dhoop aaj,weather
kisan credit card yojana,subsidy
toomuch barish for corn,weather
spots on sarso leaves,disease
white powder on tomato,disease
dhoop alert needed,weather
how is the wether aaj?,weather
when to dap wheet?,advice
dhoop tomorow,weather
should i give plant to aloo today?,advice
bugs in soybean,disease
pyaz ke liye kaun sa grow acha hai,advice
kanak ka paise kya hai now?,market
what is the mandi of dhan now,market
MY SOYABEAN CROP ARE TURNING YELLOW,disease
MEDICINE FOR CHAWAL BIMARI,disease
onion ka mandi kya hai 2day,market
too much weather for pyaz,weather
subsidy for tractor,subsidy
when to beej rice?,advice
bimari attack on ganna,disease
price price for corn??,market
my rice root are turning yellow,disease
kisan credit card sarkar,subsidy
SOYBEAN ME DYING LAG GAYA,disease
chawalme pest lag gaya,disease
govt scheme for kanak,subsidy
DYING ATTACK ON CHAWAL,disease
rain forecast for punjab,weather
how is the heat today?,weather
how to save tomato from bimari,disease
will it rain kal,weather
israin coming?,weather
yojana status,subsidy
howto save mustard from bugs,disease
is rate up for onion today?,market
how to save dhan from dry,disease
tell me ganna bhav,market
is there any subsidy for potato farmers?,subsidy
sell soybean 2day ret,market
tempforecast for punjab,weather
rain alert needed,weather
need subsidy for farming,subsidy
when to boi soyabean?,advice
willit baarish tomorrow?,weather
scheme status,subsidy
is there any sabsidi for chawal farmers?,subsidy
medicine for ganna sukha,disease
sell rice td ret,market
wedder forecast for punjab,weather
mkt mkt for kanak??,market
pm kisan form kaha milega,subsidy
how much fertilizer for wheat?,advice
sugarcane bhav,market
subsidy status,subsidy
kisan credit card pm kisan,subsidy
how to apply for pm kisan,subsidy
BUGS IN TAMATAR,disease
PESTKAPAS HELP,disease
whereto sell gehun for good price,market
gannaka paise kya hai td?,market
howmuch beej for cotton?,advice
mustard ke liye kaun sa urea acha hai?,advice
too much weather for gehu,weather
makka market,market
how much ugana for aloo,advice
PM yojana details,subsidy
tamatar ke liye kaun sa plant acha hai?,advice
spots on soyabean tana,disease
wether alert needed,weather
will it baarish tmrw?,weather
kya kal heat hogi?,weather
baarish forecast for punjab,weather
how to save soyabean from dying,disease
barish alert needed,weather
gehu me dying lag gaya,disease
wheet me sick lag gaya,disease
should i give pani to wheet td?,advice
will it wether tomorrow?,weather
loan for tractor,subsidy
is mandi up for aloo aaj?,market
how to apply for yojana,subsidy
pryce pryce for wheet,market
sell dhan aaj pryce,market
bugs in tamatar,disease
